# blastn
# Iteration: 0
# Query: 
# RID: PH3RXY7E013
# Database: core_nt
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5331 hits found
Query_1427999	CP099024.1	100.000	29	0	0	1	29	48809	48837	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	58647	58675	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	338795	338823	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	437556	437584	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	917312	917340	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	917405	917433	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	917498	917526	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	917590	917618	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	935132	935160	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	935332	935360	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	1067033	1067061	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	1252072	1252100	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	1446071	1446099	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	1533067	1533095	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	1618618	1618646	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	2155793	2155821	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	3181741	3181769	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	3728596	3728624	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	4303656	4303684	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	4547796	4547824	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	748468	748440	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	1007224	1007196	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	1165291	1165263	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	1260443	1260415	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	1267870	1267842	2.00e-05	58.0
Query_1427999	CP099024.1	100.000	29	0	0	1	29	1415983	1415955	2.00e-05	58.0
